Agency,Description,Uploaded On,Link,Saved
Consumer Financial Protection Bureau,TERRITORIES EXPERT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23C0006&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,27200.0
Consumer Financial Protection Bureau,"CONSUMER CREDIT INFORMATION PANEL, MAKING ENDS MEET",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343025F00001&modNumber=P00001&idvAgencyID=&idvPIID=20343023D00001&contractType=AWARD,27112.0
Consumer Financial Protection Bureau,MAKING ENDS MEET - CREDIT PANEL DATA FOR PREVIOUS SURVEY RESPONDENTS,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00039&modNumber=P00002&idvAgencyID=&idvPIID=20343023D00001&contractType=AWARD,26322.0
Consumer Financial Protection Bureau,EXAMINER IN CHARGE PROJECT MANAGEMENT COURSE,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0019&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,24942.0
Consumer Financial Protection Bureau,VIRTUAL EFFECTIVE EDGE TRAINING COURSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024P00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,16470.0
Consumer Financial Protection Bureau,APPLECARE OS SUPPORT - PREFERRED,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00012&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SC70B&contractType=AWARD,0.0
Consumer Financial Protection Bureau,MURAL BUSINESS EDITION LICENSES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00032&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD76B&contractType=AWARD,0.0
Consumer Financial Protection Bureau,NEW ORDER FOR ONSITE/VIRTUAL ACQUISITION TRAINING,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00023&modNumber=P00001&idvAgencyID=&idvPIID=20343020A00002&contractType=AWARD,13097.0
Consumer Financial Protection Bureau,MANAGEMENT AND STRATEGY CONSULTING SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0005&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=IDV,0.0
Consumer Financial Protection Bureau,MANAGEMENT AND STRATEGY CONSULTING SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0007&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D005Z&contractType=IDV,0.0
Consumer Financial Protection Bureau,MANAGEMENT AND STRATEGY CONSULTING SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0010&modNumber=P00002&idvAgencyID=&idvPIID=GS00F045DA&contractType=IDV,0.0
Consumer Financial Protection Bureau,MANAGEMENT AND STRATEGY CONSULTING SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0006&modNumber=P00003&idvAgencyID=&idvPIID=GS00F290CA&contractType=IDV,0.0
Consumer Financial Protection Bureau,MANAGEMENT AND STRATEGY CONSULTING SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0008&modNumber=P00003&idvAgencyID=&idvPIID=GS00F348CA&contractType=IDV,0.0
Consumer Financial Protection Bureau,MANAGEMENT AND STRATEGY CONSULTING SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0004&modNumber=P00004&idvAgencyID=&idvPIID=GS10F0052R&contractType=IDV,0.0
Consumer Financial Protection Bureau,MANAGEMENT AND STRATEGY CONSULTING SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0003&modNumber=P00003&idvAgencyID=&idvPIID=GS35F540GA&contractType=IDV,0.0
Consumer Financial Protection Bureau,PMO SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0087&modNumber=P00006&idvAgencyID=&idvPIID=47QTCA21D007D&contractType=AWARD,2545007.0
Consumer Financial Protection Bureau,ENTERPRISE ARCHITECTURE AND ENTERPRISE GOVERNANCE SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0062&modNumber=P00008&idvAgencyID=&idvPIID=GS35F540GA&contractType=AWARD,2332380.0
Consumer Financial Protection Bureau,DATA SHARING SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0060&modNumber=P00006&idvAgencyID=&idvPIID=GS00F290CA&contractType=AWARD,2010367.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - ATTORNEY SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0007&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - ATTORNEY SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0008&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - ATTORNEY SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0009&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - ATTORNEY SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0010&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,OFFICE OF THE CHIEF DATA OFFICER (OCDO) SUPPORT SERVICES BPA CALL,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0093&modNumber=P00005&idvAgencyID=&idvPIID=9531CB22A0005&contractType=AWARD,900570.0
Consumer Financial Protection Bureau,EDITORIAL SUPPORT SERVICES BPA,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23A0018&modNumber=P00003&idvAgencyID=&idvPIID=GS35F0677V&contractType=IDV,0.0
Consumer Financial Protection Bureau,DATA ANALYTICS SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0018&modNumber=P00004&idvAgencyID=&idvPIID=47QTCA20D00EX&contractType=IDV,0.0
Consumer Financial Protection Bureau,DEVOPS,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0054&modNumber=P00004&idvAgencyID=&idvPIID=9531CB23A0009&contractType=AWARD,958422.0
Consumer Financial Protection Bureau,DIRECT EDISCOVERY SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0013&modNumber=P00003&idvAgencyID=&idvPIID=47QSMA19D08PL&contractType=IDV,0.0
Consumer Financial Protection Bureau,PROJECT MANAGEMENT AND USER RESEARCH SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0065&modNumber=P00006&idvAgencyID=&idvPIID=9531CB23A0011&contractType=AWARD,1466208.0
Consumer Financial Protection Bureau,BPA CALL FOR OHC OD & REALIGNMENT SUPPORT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0024&modNumber=P00008&idvAgencyID=&idvPIID=9531CB22A0005&contractType=AWARD,386791.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - PARALEGAL SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - PARALEGAL SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0002&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - PARALEGAL SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0003&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICE - PARALEGAL SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0004&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - PARALEGAL SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0005&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - PARALEGAL SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0006&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,"FURNITURE, FIXTURE AND EQUIPMENT - NEW BPA ISSUED TO REPLACE BPA 9531CB22A0002 TO ACKNOWLEDGE NOVATION OF GSA CONTRACT GS-28F-016CA FROM COFCO TO HENRICKSEN DC LLC",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25A0004&modNumber=P00004&idvAgencyID=&idvPIID=GS28F016CA&contractType=IDV,0.0
Consumer Financial Protection Bureau,DATA MANAGEMENT SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0067&modNumber=A00001&idvAgencyID=&idvPIID=9531CB22A0018&contractType=AWARD,2105046.0
Consumer Financial Protection Bureau,BPA FOR DATA ANALYTICS SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0022&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA20D00ES&contractType=IDV,0.0
Consumer Financial Protection Bureau,ATTORNEY CONTRACTOR SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0071&modNumber=P00006&idvAgencyID=&idvPIID=9531CB21D0010&contractType=AWARD,1068189.0
Consumer Financial Protection Bureau,COMPLAINT HANDLING & CONTINUOUS IMPROVEMENT SUPPORT SERVIES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0092&modNumber=P00011&idvAgencyID=&idvPIID=47QRAA22D006B&contractType=AWARD,722552.0
Consumer Financial Protection Bureau,"BLANKET PURCHASE AGREEMENT FOR ORGANIZATION DEVELOPMENT, FACILITATION, AND COACHING SUPPORT SERVICES",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25A0005&modNumber=P00001&idvAgencyID=&idvPIID=GS02F129AA&contractType=IDV,0.0
Consumer Financial Protection Bureau,MANAGEMENT AND STRATEGY CONSULTING SERVICES FOR CONSUMER RESPONSE,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0058&modNumber=P00010&idvAgencyID=&idvPIID=9531CB22A0004&contractType=AWARD,664145.0
Consumer Financial Protection Bureau,TRANSLATION AND INTERPRETATION SERVICES BPA,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0001&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D001K&contractType=IDV,0.0
Consumer Financial Protection Bureau,BARRIER ANALYSIS SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0007&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,YOUTH FINANCIAL EDUCATION BPA,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23A0008&modNumber=P00002&idvAgencyID=&idvPIID=GS00F252CA&contractType=IDV,0.0
Consumer Financial Protection Bureau,BPA FOR DATA ANALYTICS,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0021&modNumber=P00003&idvAgencyID=&idvPIID=47QTCA19D00L1&contractType=IDV,0.0
Consumer Financial Protection Bureau,ACQUISITION SUPPORT SERVICES TO ASSIST CFPB'S OFFICE OF PROCUREMENT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0002&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,"DESIGN, DEVELOPMENT, AND HOSTING OF LEARNING MODULES",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0016&modNumber=0&idvAgencyID=&idvPIID=GS02F0111U&contractType=IDV,0.0
Consumer Financial Protection Bureau,DATA QUALITY OPERATIONS_RECOMPETE,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0099&modNumber=P00012&idvAgencyID=&idvPIID=GS35F230CA&contractType=AWARD,371685.0
Consumer Financial Protection Bureau,DATA ANALYST SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0110&modNumber=P00002&idvAgencyID=&idvPIID=9531CB21A0004&contractType=AWARD,1554625.0
Consumer Financial Protection Bureau,CONTENT STRATEGY SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0068&modNumber=P00006&idvAgencyID=&idvPIID=9531CB23A0014&contractType=AWARD,482692.0
Consumer Financial Protection Bureau,"DESIGN, DEVELOPMENT, CONTENT, AND MARKETING (DDCM) SUPPORT SERVICES",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0001&modNumber=P00002&idvAgencyID=&idvPIID=9531CB23A0016&contractType=AWARD,867110.0
Consumer Financial Protection Bureau,ORDER 1 - CYBER PROGRAM MANAGEMENT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00001&modNumber=P00003&idvAgencyID=&idvPIID=20343023A00005&contractType=AWARD,1086524.0
Consumer Financial Protection Bureau,ATTORNEY CONTRACTOR SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0069&modNumber=P00004&idvAgencyID=&idvPIID=9531CB21D0007&contractType=AWARD,443983.0
Consumer Financial Protection Bureau,QUALITATIVE TESTING SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0061&modNumber=P00010&idvAgencyID=&idvPIID=GS00F348CA&contractType=AWARD,204228.0
Consumer Financial Protection Bureau,ATTORNEY CONTRACTOR SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0070&modNumber=P00005&idvAgencyID=&idvPIID=9531CB21D0008&contractType=AWARD,414025.0
Consumer Financial Protection Bureau,BLANKET PURCHASE AGREEMENT FOR TRAINING AND TECHNICAL ASSISTANCE,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0001&modNumber=P00002&idvAgencyID=&idvPIID=GS00F010CA&contractType=IDV,0.0
Consumer Financial Protection Bureau,LEGAL ANALYTICS SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0036&modNumber=P00001&idvAgencyID=&idvPIID=9531CB22A0021&contractType=AWARD,561401.0
Consumer Financial Protection Bureau,AV SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0009&modNumber=0&idvAgencyID=&idvPIID=9531CB21A0004&contractType=AWARD,1286369.0
Consumer Financial Protection Bureau,VIDEO PRODUCTION SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0056&modNumber=P00001&idvAgencyID=&idvPIID=9531CB23A0014&contractType=AWARD,712984.0
Consumer Financial Protection Bureau,"SERVICES RELATED TO VALIDATING THE EXAMINER COMMISSIONING MULTIPLE-CHOICE TEST, THE IN-PERSON EXAMINER IN CHARGE (EIC) CASE STUDY, AND THE VIRTUAL EXAMINER IN CHA",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0008&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,MOODY'S CREDIT FORECAST,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0014&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Consumer Financial Protection Bureau,WEB ANALYTICS SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0005&modNumber=P00002&idvAgencyID=&idvPIID=9531CB22A0019&contractType=AWARD,818833.0
Consumer Financial Protection Bureau,COMPLIANCE TRAINING,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21A0022&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,COMPLIANCE TRAINING,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0006&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV,0.0
Consumer Financial Protection Bureau,DATA ANALYTICS SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0003&modNumber=P00004&idvAgencyID=&idvPIID=9531CB22A0019&contractType=AWARD,872118.0
Consumer Financial Protection Bureau,PROCURE INFORMA MORTGAGE DATA THROUGH LIBRARY OF CONGRESS CONTRACT.,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20F0045&modNumber=P00009&idvAgencyID=&idvPIID=03310319D0033&contractType=AWARD,0.0
Consumer Financial Protection Bureau,DEED NATIONAL DATA,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0099&modNumber=P00001&idvAgencyID=&idvPIID=NNG15SD42B&contractType=AWARD,0.0
Consumer Financial Protection Bureau,ANOMALI LICENSES FOR CFPB,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00029&modNumber=P00006&idvAgencyID=&idvPIID=NNG15SC71B&contractType=AWARD,0.0
Consumer Financial Protection Bureau,SOW #1&2-CLI,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB19P0037&modNumber=P00014&idvAgencyID=&idvPIID=&contractType=AWARD,212601.0
Consumer Financial Protection Bureau,EXPERT WITNESS CONTRACT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0005&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,1866635.0
Consumer Financial Protection Bureau,SNL US FIG VIA THE S&P GLOBAL MARKET INTELLIGENCE PLATFORM AND SNL ASSET DATA VIA MI FEED WITH SUBSCRIBER-WIDE ACCESS.,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343020C00003&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Consumer Financial Protection Bureau,"DESIGN, DEVELOPMENT, CONTENT, AND MARKETING (DDCM) SUPPORT SERVICES",2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0068&modNumber=0&idvAgencyID=&idvPIID=9531CB23A0009&contractType=AWARD,380637.0
Consumer Financial Protection Bureau,FUTURE LEADERS TRAINING PROGRAM (FLTP) AND CAREER DEVELOPMENT SUPPORT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0070&modNumber=P00002&idvAgencyID=&idvPIID=GS35F013CA&contractType=AWARD,744206.0
Consumer Financial Protection Bureau,DEVOPS SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0032&modNumber=0&idvAgencyID=&idvPIID=9531CB23A0011&contractType=AWARD,561386.0
Consumer Financial Protection Bureau,CYBERARK ENTERPRISE LICENSES AND MAINTENANCE,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00062&modNumber=P00007&idvAgencyID=&idvPIID=NNG15SD08B&contractType=AWARD,0.0
Consumer Financial Protection Bureau,LEGAL SUPPORT SERVICES - ATTORNEY SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0052&modNumber=P00007&idvAgencyID=&idvPIID=9531CB21D0010&contractType=AWARD,183834.0
Consumer Financial Protection Bureau,CENTRALIZED PLATFORM CONTROL STANDARDS SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0086&modNumber=P00002&idvAgencyID=&idvPIID=47QTCB21D0245&contractType=AWARD,0.0
Consumer Financial Protection Bureau,CLOUD PROGRAM MANAGEMENT AND PROJECT ENGINEERING SUPPORT SERVICES FOR CFPB,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22F0035&modNumber=P00007&idvAgencyID=&idvPIID=9531CB21A0004&contractType=AWARD,276575.0
Consumer Financial Protection Bureau,BACK END DEVELOPER SUPPORT SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0029&modNumber=0&idvAgencyID=&idvPIID=9531CB23A0009&contractType=AWARD,516995.0
Consumer Financial Protection Bureau,AMERICAN BANKER & NATIONAL MORTGAGE NEWS SUBSCRIPTION,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0011&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,0.0
Consumer Financial Protection Bureau,USER RESEARCH SERVICES,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB19F0116&modNumber=P00013&idvAgencyID=&idvPIID=GS35F639GA&contractType=AWARD,108537.0
Consumer Financial Protection Bureau,ATTORNEY SUPPORT SERVICES - OFFICE OF ENFORCEMENT,2/14/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0057&modNumber=P00003&idvAgencyID=&idvPIID=9531CB21D0008&contractType=AWARD,153322.0
