AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,VIRGINIA COMMUNITY ACTION PARTNERSHIP,State - Community Action Organization,3/7/2025,28587.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OK ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,555548.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OK ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,541391.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"Lutheran Services Florida, Inc.",Private Non-Profit - Other Social Services Organization,3/7/2025,8237.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WICHITA CHILDREN'S HOME,Private Non-Profit - Other Social Services Organization,3/7/2025,4050.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WICHITA CHILDREN'S HOME,Private Non-Profit - Other Social Services Organization,3/7/2025,20833.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WICHITA CHILDREN'S HOME,Private Non-Profit - Other Social Services Organization,3/7/2025,5446.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WICHITA CHILDREN'S HOME,Private Non-Profit - Other Social Services Organization,3/7/2025,12500.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"PLACER COMMUNITY ACTION COUNCIL, INC",Public Non-Profit - Community Action Organization,3/7/2025,55289.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,ILLINOIS VALLEY ECONOMIC DEVELOPMENT CORP,Private Non-Profit - Community Action Organization,3/7/2025,158215.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,Marathon County Child Development Agency Inc,County - Other Social Services Organization,3/7/2025,78453.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"SHEBOYGAN HUMAN RIGHTS ASSOCIATION, INC",Private Non-Profit - Community Action Organization,3/7/2025,21685.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,INDIANHEAD COMMUNITY ACTION AGENCY,Public Non-Profit - Community Action Organization,3/7/2025,190300.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,SALT LAKE COMMUNITY ACTION PROGRAM,Private Non-Profit - Community Action Organization,3/7/2025,868026.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,SALT LAKE COMMUNITY ACTION PROGRAM,Private Non-Profit - Community Action Organization,3/7/2025,149459.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,MT VERNON SCHOOL DISTRICT,City - School Board and School District,3/7/2025,14465.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,LAS CRUCES SCHOOL DISTRICT #2,City - School Board and School District,3/7/2025,370614.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"BOSSIER OFFICE OF COMMUNITY SERVICES, INC",County - Law Enforcement Agency (including criminal rehabilitation),3/7/2025,65000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,ELY SHOSHONE TRIBE,"Other(Towns,Villages,American Indian Tribe) - Indian Tribal Council",3/7/2025,4928.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,SULPHUR SPRINGS INDEPENDENT SCHOOL DISTRICT,City - School Board and School District,3/7/2025,4827.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHAMPAIGN COUNTY REGIONAL PLAN COMM,County - Other Health Organization,3/7/2025,513079.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHAMPAIGN COUNTY REGIONAL PLAN COMM,County - Other Health Organization,3/7/2025,186.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHAMPAIGN COUNTY REGIONAL PLAN COMM,County - Other Health Organization,3/7/2025,188789.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHAMPAIGN COUNTY REGIONAL PLAN COMM,County - Other Health Organization,3/7/2025,1041.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHAMPAIGN COUNTY REGIONAL PLAN COMM,County - Other Health Organization,3/7/2025,45.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,LIMA/ALLEN COUNCIL ON COMM AFFAIRS,"Other(Towns,Villages,American Indian Tribe) - Community Action Organization",3/7/2025,36590.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,LIMA/ALLEN COUNCIL ON COMM AFFAIRS,"Other(Towns,Villages,American Indian Tribe) - Community Action Organization",3/7/2025,36690.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,State - Health Department,3/7/2025,116791.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,State - Health Department,3/7/2025,115321.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"Community Council of South Central Texas, Inc.",Public Non-Profit - Other Social Services Organization,3/7/2025,75512.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CENTRAL MISSOURI COMMUNITY ACTION,Private Non-Profit - Other Social Services Organization,3/7/2025,58136.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CENTRAL MISSOURI COMMUNITY ACTION,Private Non-Profit - Other Social Services Organization,3/7/2025,12194.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WA ST DEPT OF COMMUNITY DEVELOPMENT,State - Community Action Organization,3/7/2025,159226.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WA ST DEPT OF COMMUNITY DEVELOPMENT,State - Community Action Organization,3/7/2025,355132.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WA ST DEPT OF COMMUNITY DEVELOPMENT,State - Community Action Organization,3/7/2025,181019.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,MO ST DEPARTMENT OF SOCIAL SERVICES,State - Social Services Department,3/7/2025,203092.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COMMUNITY ACTION PARTNERSHIP OF LANCASTER & SAUNDERS CO,Public Non-Profit - Community Action Organization,3/7/2025,416496.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"UNIVERSITY OF COLORADO, OFFICE FOR SINGLE LTR OF CREDIT","State - University, College, Jr. College",3/7/2025,15360.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"UNIVERSITY OF COLORADO, OFFICE FOR SINGLE LTR OF CREDIT","State - University, College, Jr. College",3/7/2025,30364.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,9404.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,618596.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,1844.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,9094.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,195577.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,188178.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF HUMAN SERVICES COLORADO,State - Social Services Department,3/7/2025,71886.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"ECONOMIC IMPROVEMENT COUNCIL, INC",Private Non-Profit - Other Social Services Organization,3/7/2025,3550.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DISTRICT OF COLUMBIA, GOVERNMENT OF",State - Social Services Department,3/7/2025,4433764.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DISTRICT OF COLUMBIA, GOVERNMENT OF",State - Social Services Department,3/7/2025,375033.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DISTRICT OF COLUMBIA, GOVERNMENT OF",State - Social Services Department,3/7/2025,38977694.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"DISTRICT OF COLUMBIA, GOVERNMENT OF",State - Social Services Department,3/7/2025,7239701.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,GREAT LAKES COMMUNITY ACTION PARTNERSHIP,Public Non-Profit - Community Action Organization,3/7/2025,213346.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,GREAT LAKES COMMUNITY ACTION PARTNERSHIP,Public Non-Profit - Community Action Organization,3/7/2025,70322.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,GREAT LAKES COMMUNITY ACTION PARTNERSHIP,Public Non-Profit - Community Action Organization,3/7/2025,27731.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,GREAT LAKES COMMUNITY ACTION PARTNERSHIP,Public Non-Profit - Community Action Organization,3/7/2025,93193.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,FL ST BOARD OF EDUCATION,State - Educational Department,3/7/2025,18867.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,REGION XIX EDUCATION SERVICE CENTER,Public Non-Profit - Other Educational Organization,3/7/2025,218327.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,REGION XIX EDUCATION SERVICE CENTER,Public Non-Profit - Other Educational Organization,3/7/2025,261875.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COMMUNITY SERVICES OFFICE,Public Non-Profit - Community Action Organization,3/7/2025,16164.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COMMUNITY SERVICES OFFICE,Public Non-Profit - Community Action Organization,3/7/2025,78154.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COMMUNITY SERVICES OFFICE,Public Non-Profit - Community Action Organization,3/7/2025,168739.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"MISSISSIPPI COUNTY ARKANSAS ECON OPPORTUNITY COMM, INC",Public Non-Profit - Community Action Organization,3/7/2025,275973.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COLLEGE STATION INDEPENDENT SCHOOL DISTRICT,City - School Board and School District,3/7/2025,220310.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"NORTHEAST MICHIGAN COMMUNITY SERVICE AGENCY, INC",Public Non-Profit - Community Action Organization,3/7/2025,428260.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,MOORETOWN RANCHERIA,"Other(Towns,Villages,American Indian Tribe) - Indian Tribal Council",3/7/2025,13012.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHILDREN'S FRIEND AND SERVICE,Public Non-Profit - Other Social Services Organization,3/7/2025,450000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,CHILDREN'S FRIEND AND SERVICE,Public Non-Profit - Other Social Services Organization,3/7/2025,50000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COMMITTEE FOR HISPANIC CHILDREN & FAMILIES,Private Non-Profit - Community Action Organization,3/7/2025,218208.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WESTED,"Private Profit (Small Business) - Research Institution, Foundation, Laboratory",3/7/2025,5098.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CAREY SERVICES, INC",Private Non-Profit - Rehabilitation Organization (other than criminal),3/7/2025,42751.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,UNIVERSITY OF DENVER,"Private Non-Profit - University, College, Jr. College",3/7/2025,6474.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,UNIVERSITY OF DENVER,"Private Non-Profit - University, College, Jr. College",3/7/2025,67026.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,GONZAGA UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,10753.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,KICKAPOO TRIBE OF OKLAHOMA (HEAD START),"Other(Towns,Villages,American Indian Tribe) - Indian Tribal Council",3/7/2025,15363.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,PUTNAM COUNTY BOARD OF EDUCATION,County - Educational Department,3/7/2025,123060.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,PUTNAM COUNTY BOARD OF EDUCATION,County - Educational Department,3/7/2025,684.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,LORAIN COUNTY COMMUNITY ACTION AGENCY,Private Non-Profit - Community Action Organization,3/7/2025,184740.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"COMMUNITY ACTION OF SOUTHERN INDIANA, INC.",Private Non-Profit - Other Social Services Organization,3/7/2025,152385.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,BENTON FRANKLIN HEAD START,Public Non-Profit - Other Educational Organization,3/7/2025,159.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,HIDALGO COUNTY HEAD START PROGRAM,County - Other Educational Organization,3/7/2025,88000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,HIDALGO COUNTY HEAD START PROGRAM,County - Other Educational Organization,3/7/2025,310524.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,HIDALGO COUNTY HEAD START PROGRAM,County - Other Educational Organization,3/7/2025,132322.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"STEP, INC",County - Community Action Organization,3/7/2025,10135.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"STEP, INC",County - Community Action Organization,3/7/2025,96334.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"STEP, INC",County - Community Action Organization,3/7/2025,90785.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,TX DEPART OF PROTECTIVE & REGULATORY SERVICES,State - Other Social Services Organization,3/7/2025,81134.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,JOHNS HOPKINS UNIVERSITY,"Private Non-Profit - University, College, Jr. College",3/7/2025,434.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",State - Social Services Department,3/7/2025,18562.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",State - Social Services Department,3/7/2025,3967.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,IA ST DEPARTMENT OF SOCIAL SERVICES/HUMAN SERVICES,State - Social Services Department,3/7/2025,3058138.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,IA ST DEPARTMENT OF SOCIAL SERVICES/HUMAN SERVICES,State - Social Services Department,3/7/2025,233684.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,IA ST DEPARTMENT OF SOCIAL SERVICES/HUMAN SERVICES,State - Social Services Department,3/7/2025,2440.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,IA ST DEPARTMENT OF SOCIAL SERVICES/HUMAN SERVICES,State - Social Services Department,3/7/2025,10240.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,TN DEPARTMENT OF FINANCE AND ADMINISTRATION,State - Other Social Services Organization,3/7/2025,4466.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,4906.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,153970.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,105071.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,88962.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,529701.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,154675.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,6993.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"LA ST DEPARTMENT OF EDUCATION, BUREAU OF ACCOUNTING",State - Educational Department,3/7/2025,26.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,WA ST DEPARTMENT OF HEALTH,State - Health Department,3/7/2025,6282.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,HEALTH FEDERATION OF PHILADELPHIA,Private Non-Profit - Other Health Organization,3/7/2025,152857.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,HEALTH FEDERATION OF PHILADELPHIA,Private Non-Profit - Other Health Organization,3/7/2025,25149.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"Franklin County Dial Self, Inc.",Private Non-Profit - Community Action Organization,3/7/2025,5146.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OKLAHOMA ASSOCIATION OF COMMUNITY ACTION,Private Non-Profit - Community Action Organization,3/7/2025,10000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"NH ATTORNEY GENERALS OFFICE, DEPT OF JUSTICE",State - Other Social Services Organization,3/7/2025,252.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CLAYTON EARLY LEARNING, TRUSTEE, GEORGE W.CLAYTON TRUST",Private Non-Profit - Vocational and Training School,3/7/2025,136780.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CLAYTON EARLY LEARNING, TRUSTEE, GEORGE W.CLAYTON TRUST",Private Non-Profit - Vocational and Training School,3/7/2025,119135.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CHILDREN'S SERVICES, TENNESSEE DEPARTMENT OF",State - Social Services Department,3/7/2025,1304.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CHILDREN'S SERVICES, TENNESSEE DEPARTMENT OF",State - Social Services Department,3/7/2025,4000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CHILDREN'S SERVICES, TENNESSEE DEPARTMENT OF",State - Social Services Department,3/7/2025,915.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CHILDREN'S SERVICES, TENNESSEE DEPARTMENT OF",State - Social Services Department,3/7/2025,3322.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CHILDREN'S SERVICES, TENNESSEE DEPARTMENT OF",State - Social Services Department,3/7/2025,728.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CHILDREN'S SERVICES, TENNESSEE DEPARTMENT OF",State - Social Services Department,3/7/2025,143.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"CHILDREN'S SERVICES, TENNESSEE DEPARTMENT OF",State - Social Services Department,3/7/2025,372.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,GREATER DWIGHT COMMUNITY DEVELOPMENT CORP,Public Non-Profit - Community Action Organization,3/7/2025,1218.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,JEWISH FAMILY & CHILDREN'S SERVICE,Public Non-Profit - Other Social Services Organization,3/7/2025,7482.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,FUNDACION PARA EL DESAROLLO DEL HOGAR PROPIO,Private Non-Profit - Other Social Services Organization,3/7/2025,47000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,FUNDACION PARA EL DESAROLLO DEL HOGAR PROPIO,Private Non-Profit - Other Social Services Organization,3/7/2025,10000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,UNIVERSITY OF MIAMI,"Private Non-Profit - University, College, Jr. College",3/7/2025,444.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DEPARTMENT OF HEALTH NEW MEXICO,State - Health Department,3/7/2025,39311.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"NATIVE AMERICAN COMMUNITY HEALTH CENTER,",Private Non-Profit - Other Health Organization,3/7/2025,56041.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,SUPERIOUR COURT OF DELAWARE,State - Rehabilitation Organization (other than criminal),3/7/2025,15976.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OFFICE OF EMERGENCY SERVICES,State - Other Social Services Organization,3/7/2025,61580.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OFFICE OF EMERGENCY SERVICES,State - Other Social Services Organization,3/7/2025,160.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,Chicago Commons Association,Private Non-Profit - Community Action Organization,3/7/2025,747254.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OFICINA PARA EL DESARROLLO SOCIOECONOMICO Y COMUNITATRI,"Other(Towns,Villages,Amer Indian Tribe) - Other Special Interest Org",3/7/2025,8552.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,DENISE LOUIE EDUCATION CENTER,Private Non-Profit - Other Educational Organization,3/7/2025,150000.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COMMUNITY ACTION DEVELOPMENT CORPORATION,Public Non-Profit - Community Action Organization,3/7/2025,465702.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,NJ ST DEPT OF COMMUNITY AFFAIRS,State - Social Services Department,3/7/2025,1718418.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,24901.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,UNIVERSITY OF NEW MEXICO (THE),"State - University, College, Jr. College",3/7/2025,13156.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF","State - University, College, Jr. College",3/7/2025,5086.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF","State - University, College, Jr. College",3/7/2025,3477.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF","State - University, College, Jr. College",3/7/2025,9802.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF","State - University, College, Jr. College",3/7/2025,2673.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF","State - University, College, Jr. College",3/7/2025,36726.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,PA ST DEPARTMENT OF PUBLIC WELFARE,State - Social Services Department,3/7/2025,59755.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,PA ST DEPARTMENT OF PUBLIC WELFARE,State - Social Services Department,3/7/2025,21071.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,PA ST DEPARTMENT OF PUBLIC WELFARE,State - Social Services Department,3/7/2025,36291.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,PA ST DEPARTMENT OF PUBLIC WELFARE,State - Social Services Department,3/7/2025,112637.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,PA ST DEPARTMENT OF PUBLIC WELFARE,State - Social Services Department,3/7/2025,4237.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,PA ST DEPARTMENT OF PUBLIC WELFARE,State - Social Services Department,3/7/2025,3047.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,BAUER FAMILY RESOURCES INC,Private Non-Profit - Community Action Organization,3/7/2025,23492.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,BAUER FAMILY RESOURCES INC,Private Non-Profit - Community Action Organization,3/7/2025,37568.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,BAUER FAMILY RESOURCES INC,Private Non-Profit - Community Action Organization,3/7/2025,50819.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,MA ST DEPARTMENT OF REVENUE,State - Law Enforcement Agency (including criminal rehabilitation),3/7/2025,2049428.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,OREGON CHILD DEVELOPMENT COALITION,"Other(Towns,Villages,American Indian Tribe) - Indian Tribal Council",3/7/2025,2247.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,COMMUNITY ACTION AGENCY OF SOMERVILLE,Private Non-Profit - Community Action Organization,3/7/2025,285766.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"COMMUNITIES UNITED, INC.",Public Non-Profit - Community Action Organization,3/7/2025,162083.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,MUNICIPIO DE PONCE,City - Other Educational Organization,3/7/2025,39242.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,MUNICIPIO DE PONCE,City - Other Educational Organization,3/7/2025,469.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"BERGEN COUNTY COMMUNITY ACTION PROGRAM, INC",Private Non-Profit - Community Action Organization,3/7/2025,456367.0
HHS-ADMINISTRATION FOR CHILDREN & FAMILIES,"BERGEN COUNTY COMMUNITY ACTION PROGRAM, INC",Private Non-Profit - Community Action Organization,3/7/2025,322668.0
